person_id,name_cn,english_name_candidate,academy_memberships,first_domestic_academician_year,election_division,election_affiliation,official_homepage_url,verified_doi,verified_title,verified_journal,verified_year,verified_confidence,audit_status,candidate_doi,candidate_title,candidate_evidence,recommended_search_query
ACAD01535,石玉麟,Yulin Shi,CAE,1995,农业学部,中国科学院地理科学与资源研究所,https://www.cae.cn/cae/html/main/colys/90872028.html,,,,,,待单人精确检索,,,,Yulin Shi | 中国科学院地理科学与资源研究所 | 农业学部 | English journal DOI
ACAD01536,石碧,Bi Shi,CAE,2009,环境与轻纺工程学部,四川大学,https://www.cae.cn/cae/html/main/colys/53271677.html,,,,,,待单人精确检索,,,,Bi Shi | 四川大学 | 环境与轻纺工程学部 | English journal DOI
ACAD01544,秦伯益,Boyi Qin,CAE,1995,医药卫生学部,军事医学科学院毒物药物研究所,https://www.cae.cn/cae/html/main/colys/78869778.html,,,,,,待单人精确检索,,,,Boyi Qin | 军事医学科学院毒物药物研究所 | 医药卫生学部 | English journal DOI
ACAD01548,秦裕琨,Yukun Qin,CAE,2001,能源与矿业工程学部,哈尔滨工业大学,https://www.cae.cn/cae/html/main/colys/00317956.html,,,,,,待单人精确检索,,,,Yukun Qin | 哈尔滨工业大学 | 能源与矿业工程学部 | English journal DOI
ACAD01549,秦顺全,Shunquan Qin,CAE,2009,土木、水利与建筑工程学部,中铁大桥局集团有限公司,https://www.cae.cn/cae/html/main/colys/25340385.html,,,,,,待单人精确检索,,,,Shunquan Qin | 中铁大桥局集团有限公司 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01550,程书钧,Shujun Cheng,CAE,1999,医药卫生工程学部,中国医学科学院协和医科大学肿瘤医院,https://www.cae.cn/cae/html/main/colys/25950532.html,,,,,,待单人精确检索,,,,Shujun Cheng | 中国医学科学院协和医科大学肿瘤医院 | 医药卫生工程学部 | English journal DOI
ACAD01551,程京,Jing Cheng,CAE,2009,医药卫生学部,清华大学医学院,https://www.cae.cn/cae/html/main/colys/68956496.html,,,,,,待单人精确检索,,,,Jing Cheng | 清华大学医学院 | 医药卫生学部 | English journal DOI
ACAD01554,程天民,Tianmin Cheng,CAE,1996,医药卫生学部，工程管理学部,中国人民解放军陆军军医大学,https://www.cae.cn/cae/html/main/colys/65355089.html,,,,,,待单人精确检索,,,,Tianmin Cheng | 中国人民解放军陆军军医大学 | 医药卫生学部，工程管理学部 | English journal DOI
ACAD01557,程杰成,Jiecheng Cheng,CAE,2021,能源与矿业工程学部,大庆油田有限责任公司,https://www.cae.cn/cae/html/main/colys/10319709.html,,,,,,待单人精确检索,,,,Jiecheng Cheng | 大庆油田有限责任公司 | 能源与矿业工程学部 | English journal DOI
ACAD01558,程泰宁,Taining Cheng,CAE,2005,土木、水利与建筑工程学部,中联程泰宁建筑设计研究院,https://www.cae.cn/cae/html/main/colys/37947305.html,,,,,,待单人精确检索,,,,Taining Cheng | 中联程泰宁建筑设计研究院 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01561,程莘农,Shennong Cheng,CAE,1995,医药卫生学部,北京中医研究院针灸研究所,https://www.cae.cn/cae/html/main/colys/84850427.html,,,,,,待单人精确检索,,,,Shennong Cheng | 北京中医研究院针灸研究所 | 医药卫生学部 | English journal DOI
ACAD01563,程顺和,Shunhe Cheng,CAE,2005,农业学部,江苏省农业科学院里下河地区农科所,https://www.cae.cn/cae/html/main/colys/78507867.html,,,,,,待单人精确检索,,,,Shunhe Cheng | 江苏省农业科学院里下河地区农科所 | 农业学部 | English journal DOI
ACAD01575,童志鹏,Zhipeng Tong,CAE,1997,信息与电子工程学部,信息产业部电子科学研究院,https://www.cae.cn/cae/html/main/colys/84678087.html,,,,,,待单人精确检索,,,,Zhipeng Tong | 信息产业部电子科学研究院 | 信息与电子工程学部 | English journal DOI
ACAD01576,童晓光,Xiaoguang Tong,CAE,2005,能源与矿业工程学部,中国石油天然气勘探开发公司,https://www.cae.cn/cae/html/main/colys/40594675.html,,,,,,待单人精确检索,,,,Xiaoguang Tong | 中国石油天然气勘探开发公司 | 能源与矿业工程学部 | English journal DOI
ACAD01582,管华诗,Huashi Guan,CAE,1995,农业学部,中国海洋大学,https://www.cae.cn/cae/html/main/colys/68251291.html,,,,,,待单人精确检索,,,,Huashi Guan | 中国海洋大学 | 农业学部 | English journal DOI
ACAD01583,管德,De Guan,CAE,1994,机械与运载工程学部,中国民用航空总局,https://www.cae.cn/cae/html/main/colys/53929543.html,,,,,,待单人精确检索,,,,De Guan | 中国民用航空总局 | 机械与运载工程学部 | English journal DOI
ACAD01586,缪昌文,Wen Mouchang,CAE,2011,土木、水利与建筑工程学部,江苏省建筑科学研究院有限公司,https://www.cae.cn/cae/html/main/colys/62672959.html,,,,,,待单人精确检索,,,,Wen Mouchang | 江苏省建筑科学研究院有限公司 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01588,罗先刚,Xiangang Luo,CAE,2019,信息与电子工程学部,中国科学院光电技术研究所,https://www.cae.cn/cae/html/main/colys/58540646.html,,,,,,待单人精确检索,,,,Xiangang Luo | 中国科学院光电技术研究所 | 信息与电子工程学部 | English journal DOI
ACAD01589,罗安,An Luo,CAE,2015,能源与矿业工程学部,湖南大学,https://www.cae.cn/cae/html/main/colys/72202635.html,,,,,,待单人精确检索,,,,An Luo | 湖南大学 | 能源与矿业工程学部 | English journal DOI
ACAD01590,罗平亚,Pingya Luo,CAE,1995,能源与矿业工程学部,西南石油大学,https://www.cae.cn/cae/html/main/colys/31886503.html,,,,,,待单人精确检索,,,,Pingya Luo | 西南石油大学 | 能源与矿业工程学部 | English journal DOI
ACAD01591,罗毅,Yi Luo,CAE,2021,信息与电子工程学部,清华大学,https://www.cae.cn/cae/html/main/colys/87209446.html,,,,,,待单人精确检索,,,,Yi Luo | 清华大学 | 信息与电子工程学部 | English journal DOI
ACAD01594,罗琦,Qi Luo,CAE,2019,能源与矿业工程学部,中国核动力研究设计院,https://www.cae.cn/cae/html/main/col1/2019-11/22/20191122104249761699527_1.html,,,,,,待单人精确检索,,,,Qi Luo | 中国核动力研究设计院 | 能源与矿业工程学部 | English journal DOI
ACAD01595,罗绍基,Shaoji Luo,CAE,1999,土木、水利与建筑工程学部，工程管理学部,广东缺水蓄能电站联营公司,https://www.cae.cn/cae/html/main/colys/03354232.html,,,,,,待单人精确检索,,,,Shaoji Luo | 广东缺水蓄能电站联营公司 | 土木、水利与建筑工程学部，工程管理学部 | English journal DOI
ACAD01596,罗锡文,Xiwen Luo,CAE,2009,农业学部,华南农业大学,https://www.cae.cn/cae/html/main/colys/59855769.html,,,,,,待单人精确检索,,,,Xiwen Luo | 华南农业大学 | 农业学部 | English journal DOI
ACAD01597,翁史烈,Shilie Weng,CAE,1995,能源与矿业工程学部,上海交通大学,https://www.cae.cn/cae/html/main/colys/50641586.html,,,,,,待单人精确检索,,,,Shilie Weng | 上海交通大学 | 能源与矿业工程学部 | English journal DOI
ACAD01598,翁宇庆,Yuqing Weng,CAE,2009,化工、冶金与材料工程学部,中国金属学会,https://www.cae.cn/cae/html/main/colys/59658587.html,,,,,,待单人精确检索,,,,Yuqing Weng | 中国金属学会 | 化工、冶金与材料工程学部 | English journal DOI
ACAD01599,翁心植,Xinzhi Weng,CAE,1997,医药卫生学部,首都医科大学,https://www.cae.cn/cae/html/main/colys/18137893.html,,,,,,待单人精确检索,,,,Xinzhi Weng | 首都医科大学 | 医药卫生学部 | English journal DOI
ACAD01601,翟光明,Guangming Di,CAE,1995,能源与矿业工程学部，工程管理学部,中国石油天然气总公司,https://www.cae.cn/cae/html/main/colys/68604272.html,,,,,,待单人精确检索,,,,Guangming Di | 中国石油天然气总公司 | 能源与矿业工程学部，工程管理学部 | English journal DOI
ACAD01606,聂建国,Jianguo Nie,CAE,2013,土木、水利与建筑工程学部,清华大学,https://www.cae.cn/cae/html/main/colys/42169725.html,,,,,,待单人精确检索,,,,Jianguo Nie | 清华大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01607,聂祚仁,Zuoren Nie,CAE,2017,化工、冶金与材料工程学部,北京工业大学,https://www.cae.cn/cae/html/main/colys/99476174.html,,,,,,待单人精确检索,,,,Zuoren Nie | 北京工业大学 | 化工、冶金与材料工程学部 | English journal DOI
ACAD01608,肖伟,Wei Xiao,CAE,2021,医药卫生学部,江苏康缘药业股份有限公司,https://www.cae.cn/cae/html/main/colys/40338483.html,,,,,,待单人精确检索,,,,Wei Xiao | 江苏康缘药业股份有限公司 | 医药卫生学部 | English journal DOI
ACAD01609,肖培根,Peigen Xiao,CAE,1995,医药卫生学部,北京协和医学院,https://www.cae.cn/cae/html/main/colys/03307592.html,,,,,,待单人精确检索,,,,Peigen Xiao | 北京协和医学院 | 医药卫生学部 | English journal DOI
ACAD01612,肖碧莲,Bilian Xiao,CAE,1995,医药卫生学部,国家讲生育委员会科学技术研究所,https://www.cae.cn/cae/html/main/colys/43389745.html,,,,,,待单人精确检索,,,,Bilian Xiao | 国家讲生育委员会科学技术研究所 | 医药卫生学部 | English journal DOI
ACAD01613,肖绪文,Xuwen Xiao,CAE,2013,土木、水利与建筑工程学部,中国建筑股份有限公司,https://www.cae.cn/cae/html/main/colys/42135294.html,,,,,,待单人精确检索,,,,Xuwen Xiao | 中国建筑股份有限公司 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01614,肖龙旭,Longxu Xiao,CAE,2019,机械与运载工程学部,中国人民解放军火箭军研究院,https://www.cae.cn/cae/html/main/col1/2019-11/22/20191122104249761699527_1.html,,,,,,待单人精确检索,,,,Longxu Xiao | 中国人民解放军火箭军研究院 | 机械与运载工程学部 | English journal DOI
ACAD01615,胡之璧,Zhibi Hu,CAE,1995,医药卫生学部,上海中医药大学,https://www.cae.cn/cae/html/main/colys/03557159.html,,,,,,待单人精确检索,,,,Zhibi Hu | 上海中医药大学 | 医药卫生学部 | English journal DOI
ACAD01617,胡亚安,Yaan Hu,CAE,2021,土木、水利与建筑工程学部,水利部交通运输部国家能源局南京水利科学研究院,https://www.cae.cn/cae/html/main/colys/32007353.html,,,,,,待单人精确检索,,,,Yaan Hu | 水利部交通运输部国家能源局南京水利科学研究院 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01618,胡亚美,Yamei Hu,CAE,1995,医药卫生学部,首都医科大学,https://www.cae.cn/cae/html/main/colys/93443418.html,,,,,,待单人精确检索,,,,Yamei Hu | 首都医科大学 | 医药卫生学部 | English journal DOI
ACAD01620,胡光镇,Guangzhen Hu,CAE,1997,信息与电子工程学部,总参谋部第五十八研究所,https://www.cae.cn/cae/html/main/colys/90565044.html,,,,,,待单人精确检索,,,,Guangzhen Hu | 总参谋部第五十八研究所 | 信息与电子工程学部 | English journal DOI
ACAD01621,胡启恒,Qiheng Hu,CAE,1994,信息与电子工程学部,中国科学院,https://www.cae.cn/cae/html/main/colys/00712070.html,,,,,,待单人精确检索,,,,Qiheng Hu | 中国科学院 | 信息与电子工程学部 | English journal DOI
ACAD01623,胡培松,Peisong Hu,CAE,2019,农业学部,中国水稻研究所,https://www.cae.cn/cae/html/main/colys/69965912.html,,,,,,待单人精确检索,,,,Peisong Hu | 中国水稻研究所 | 农业学部 | English journal DOI
ACAD01624,胡壮麒,Zhuangqi Hu,CAE,1995,化工、冶金与材料工程学部,中国科学院金属研究所,https://www.cae.cn/cae/html/main/colys/40392195.html,,,,,,待单人精确检索,,,,Zhuangqi Hu | 中国科学院金属研究所 | 化工、冶金与材料工程学部 | English journal DOI
ACAD01626,胡思得,Side Hu,CAE,1995,能源与矿业工程学部,中国工程物理研究院,https://www.cae.cn/cae/html/main/colys/96408899.html,,,,,,待单人精确检索,,,,Side Hu | 中国工程物理研究院 | 能源与矿业工程学部 | English journal DOI
ACAD01629,胡文瑞,Wenrui Hu,CAE,2011,工程管理学部,中国石油天然气集团公司,https://www.cae.cn/cae/html/main/colys/09408014.html,,,,,,待单人精确检索,,,,Wenrui Hu | 中国石油天然气集团公司 | 工程管理学部 | English journal DOI
ACAD01630,胡春宏,Chunhong Hu,CAE,2013,土木、水利与建筑工程学部,中国水利水电科学研究院,https://www.cae.cn/cae/html/main/colys/42254052.html,,,,,,待单人精确检索,,,,Chunhong Hu | 中国水利水电科学研究院 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01631,胡晓棉,Xiaomian Hu,CAE,2021,能源与矿业工程学部,北京应用物理与计算数学研究所,https://www.cae.cn/cae/html/main/colys/35907737.html,,,,,,待单人精确检索,,,,Xiaomian Hu | 北京应用物理与计算数学研究所 | 能源与矿业工程学部 | English journal DOI
ACAD01632,胡正寰,Zhenghuan Hu,CAE,1997,机械与运载工程学部,北京科技大学,https://www.cae.cn/cae/html/main/colys/06903076.html,,,,,,待单人精确检索,,,,Zhenghuan Hu | 北京科技大学 | 机械与运载工程学部 | English journal DOI
ACAD01633,胡永康,Yongkang Hu,CAE,1997,化工、冶金与材料工程学部,中国石油化工股份有限公司抚顺石油化工研究院,https://www.cae.cn/cae/html/main/colys/00162247.html,,,,,,待单人精确检索,,,,Yongkang Hu | 中国石油化工股份有限公司抚顺石油化工研究院 | 化工、冶金与材料工程学部 | English journal DOI
ACAD01637,胡盛寿,Shengshou Hu,CAE,2013,医药卫生学部,中国医学科学院阜外心血管病医院,https://www.cae.cn/cae/html/main/colys/41784872.html,,,,,,待单人精确检索,,,,Shengshou Hu | 中国医学科学院阜外心血管病医院 | 医药卫生学部 | English journal DOI
ACAD01641,胡见义,Jianyi Hu,CAE,1997,能源与矿业工程学部,中国石油勘探开发科学研究院,https://www.cae.cn/cae/html/main/colys/03414325.html,,,,,,待单人精确检索,,,,Jianyi Hu | 中国石油勘探开发科学研究院 | 能源与矿业工程学部 | English journal DOI
ACAD01642,臧克茂,Kemao Zang,CAE,2007,机械与运载工程学部,装甲兵工程学院,https://www.cae.cn/cae/html/main/colys/43305228.html,,,,,,待单人精确检索,,,,Kemao Zang | 装甲兵工程学院 | 机械与运载工程学部 | English journal DOI
ACAD01643,舒兴田,Xingtian Shu,CAE,1999,化工、冶金与材料工程学部,中国石油化工集团公司石油化工科学研究院,https://www.cae.cn/cae/html/main/colys/12494493.html,,,,,,待单人精确检索,,,,Xingtian Shu | 中国石油化工集团公司石油化工科学研究院 | 化工、冶金与材料工程学部 | English journal DOI
ACAD01644,舒印彪,Yinbiao Shu,CAE,2019,能源与矿业工程学部,中国华能集团有限公司,https://www.cae.cn/cae/html/main/colys/96392487.html,,,,,,待单人精确检索,,,,Yinbiao Shu | 中国华能集团有限公司 | 能源与矿业工程学部 | English journal DOI
ACAD01647,艾兴,Xing Ai,CAE,1999,机械与运载工程学部,山东大学,https://www.cae.cn/cae/html/main/colys/93910906.html,,,,,,待单人精确检索,,,,Xing Ai | 山东大学 | 机械与运载工程学部 | English journal DOI
ACAD01650,苏万华,Wanhua Su,CAE,2011,能源与矿业工程学部,天津大学,https://www.cae.cn/cae/html/main/colys/65311391.html,,,,,,待单人精确检索,,,,Wanhua Su | 天津大学 | 能源与矿业工程学部 | English journal DOI
ACAD01651,苏东林,Donglin Su,CAE,2019,信息与电子工程学部,北京航空航天大学,https://www.cae.cn/cae/html/main/colys/13235199.html,,,,,,待单人精确检索,,,,Donglin Su | 北京航空航天大学 | 信息与电子工程学部 | English journal DOI
ACAD01652,苏义脑,Yinao Su,CAE,2003,能源与矿业工程学部,中国石油勘探开发研究院,https://www.cae.cn/cae/html/main/colys/18965175.html,,,,,,待单人精确检索,,,,Yinao Su | 中国石油勘探开发研究院 | 能源与矿业工程学部 | English journal DOI
ACAD01653,苏君红,Junhong Su,CAE,1994,信息与电子工程学部,兵器工业总公司第211研究所,https://www.cae.cn/cae/html/main/colys/78347966.html,,,,,,待单人精确检索,,,,Junhong Su | 兵器工业总公司第211研究所 | 信息与电子工程学部 | English journal DOI
ACAD01654,苏哲子,Zhezi Su,CAE,2005,机械与运载工程学部,中国兵器工业集团哈尔滨北方特种车辆制造有限公司,https://www.cae.cn/cae/html/main/colys/18296611.html,,,,,,待单人精确检索,,,,Zhezi Su | 中国兵器工业集团哈尔滨北方特种车辆制造有限公司 | 机械与运载工程学部 | English journal DOI
ACAD01661,范上达,Shangda Fan,CAE,2005,医药卫生学部,香港大学,https://www.cae.cn/cae/html/main/colys/75853783.html,,,,,,待单人精确检索,,,,Shangda Fan | 香港大学 | 医药卫生学部 | English journal DOI
ACAD01662,范云六,Yunliu Fan,CAE,1997,农业学部,中国农业科学院生物技术研究所,https://www.cae.cn/cae/html/main/colys/71651300.html,,,,,,待单人精确检索,,,,Yunliu Fan | 中国农业科学院生物技术研究所 | 农业学部 | English journal DOI
ACAD01663,范先群,Xianqun Fan,CAE,2021,医药卫生学部,上海交通大学医学院,https://www.cae.cn/cae/html/main/colys/23169759.html,,,,,,待单人精确检索,,,,Xianqun Fan | 上海交通大学医学院 | 医药卫生学部 | English journal DOI
ACAD01664,范国滨,Guobin Fan,CAE,2017,工程管理学部,中国工程物理研究院,https://www.cae.cn/cae/html/main/colys/03804948.html,,,,,,待单人精确检索,,,,Guobin Fan | 中国工程物理研究院 | 工程管理学部 | English journal DOI
ACAD01666,范本尧,Benyao Fan,CAE,2005,机械与运载工程学部,中国航天科技集团公司第五研究院,https://www.cae.cn/cae/html/main/colys/21504095.html,,,,,,待单人精确检索,,,,Benyao Fan | 中国航天科技集团公司第五研究院 | 机械与运载工程学部 | English journal DOI
ACAD01668,范滇元,Dianyuan Fan,CAE,1995,信息与电子工程学部,中国科学院上海光学精密机械研究所,https://www.cae.cn/cae/html/main/colys/93147390.html,,,,,,待单人精确检索,,,,Dianyuan Fan | 中国科学院上海光学精密机械研究所 | 信息与电子工程学部 | English journal DOI
ACAD01670,范立础,Lichu Fan,CAE,2001,土木、水利与建筑工程学部,同济大学土木工程学院,https://www.cae.cn/cae/html/main/colys/34689554.html,,,,,,待单人精确检索,,,,Lichu Fan | 同济大学土木工程学院 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01671,范维唐,Weitang Fan,CAE,1994,能源与矿业工程学部,煤炭工业部,https://www.cae.cn/cae/html/main/colys/15579138.html,,,,,,待单人精确检索,,,,Weitang Fan | 煤炭工业部 | 能源与矿业工程学部 | English journal DOI
ACAD01672,范维澄,Weicheng Fan,CAE,2001,能源与矿业工程学部,中国科学技术大学,https://www.cae.cn/cae/html/main/colys/75623730.html,,,,,,待单人精确检索,,,,Weicheng Fan | 中国科学技术大学 | 能源与矿业工程学部 | English journal DOI
ACAD01673,茆智,Zhi Mao,CAE,2003,土木、水利与建筑工程学部,武汉大学,https://www.cae.cn/cae/html/main/colys/59829121.html,,,,,,待单人精确检索,,,,Zhi Mao | 武汉大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01674,荣廷昭,Tingzhao Rong,CAE,2003,农业学部,四川农业大学,https://www.cae.cn/cae/html/main/colys/81751891.html,,,,,,待单人精确检索,,,,Tingzhao Rong | 四川农业大学 | 农业学部 | English journal DOI
ACAD01678,葛世荣,Shirong Ge,CAE,2021,能源与矿业工程学部,中国矿业大学（北京）,https://www.cae.cn/cae/html/main/colys/46637351.html,,,,,,待单人精确检索,,,,Shirong Ge | 中国矿业大学（北京） | 能源与矿业工程学部 | English journal DOI
ACAD01679,葛修润,Xiurun Ge,CAE,1995,土木、水利与建筑工程学部,中国科学院武汉岩土力学研究所,https://www.cae.cn/cae/html/main/colys/40108050.html,,,,,,待单人精确检索,,,,Xiurun Ge | 中国科学院武汉岩土力学研究所 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01682,葛宝丰,Baofeng Ge,CAE,1999,医药卫生工程学部,兰州军区兰州总医院,https://www.cae.cn/cae/html/main/colys/12982855.html,,,,,,待单人精确检索,,,,Baofeng Ge | 兰州军区兰州总医院 | 医药卫生工程学部 | English journal DOI
ACAD01684,董家鸿,Jiahong Dong,CAE,2017,医药卫生学部,清华大学附属北京清华长庚医院,https://www.cae.cn/cae/html/main/colys/54244878.html,,,,,,待单人精确检索,,,,Jiahong Dong | 清华大学附属北京清华长庚医院 | 医药卫生学部 | English journal DOI
ACAD01685,董尔丹,Erdan Dong,CAE,2019,工程管理学部,北京大学第三医院,https://www.cae.cn/cae/html/main/colys/89520132.html,,,,,,待单人精确检索,,,,Erdan Dong | 北京大学第三医院 | 工程管理学部 | English journal DOI
ACAD01687,董春鹏,Chunpeng Dong,CAE,2009,机械与运载工程学部,中国船舶重工集团公司第七○五研究所,https://www.cae.cn/cae/html/main/colys/46604755.html,,,,,,待单人精确检索,,,,Chunpeng Dong | 中国船舶重工集团公司第七○五研究所 | 机械与运载工程学部 | English journal DOI
ACAD01691,董石麟,Shilin Dong,CAE,1997,土木、水利与建筑工程学部,浙江大学,https://www.cae.cn/cae/html/main/colys/00196910.html,,,,,,待单人精确检索,,,,Shilin Dong | 浙江大学 | 土木、水利与建筑工程学部 | English journal DOI
ACAD01692,董绍明,Shaoming Dong,CAE,2019,化工、冶金与材料工程学部,中国科学院上海硅酸盐研究所,https://www.cae.cn/cae/html/main/colys/76441407.html,,,,,,待单人精确检索,,,,Shaoming Dong | 中国科学院上海硅酸盐研究所 | 化工、冶金与材料工程学部 | English journal DOI
ACAD01694,蒋亦元,Yiyuan Jiang,CAE,1997,农业学部,东北农业大学,https://www.cae.cn/cae/html/main/colys/71659053.html,,,,,,待单人精确检索,,,,Yiyuan Jiang | 东北农业大学 | 农业学部 | English journal DOI
ACAD01695,蒋兴伟,Xingwei Jiang,CAE,2017,环境与轻纺工程学部,国家卫星海洋应用中心,https://www.cae.cn/cae/html/main/colys/75364351.html,,,,,,待单人精确检索,,,,Xingwei Jiang | 国家卫星海洋应用中心 | 环境与轻纺工程学部 | English journal DOI
ACAD01696,蒋剑春,Jianchun Jiang,CAE,2017,农业学部,中国林业科学研究院林产化学工业研究所,https://www.cae.cn/cae/html/main/colys/48751239.html,,,,,,待单人精确检索,,,,Jianchun Jiang | 中国林业科学研究院林产化学工业研究所 | 农业学部 | English journal DOI
ACAD01698,蒋士成,Shicheng Jiang,CAE,1999,环境与轻纺工程学部，工程管理学部,仪征化纤股份有限公司,https://www.cae.cn/cae/html/main/colys/31893645.html,,,,,,待单人精确检索,,,,Shicheng Jiang | 仪征化纤股份有限公司 | 环境与轻纺工程学部，工程管理学部 | English journal DOI
ACAD01699,蒋庄德,Zhuangde Jiang,CAE,2013,机械与运载工程学部,西安交通大学,https://www.cae.cn/cae/html/main/colys/42868818.html,,,,,,待单人精确检索,,,,Zhuangde Jiang | 西安交通大学 | 机械与运载工程学部 | English journal DOI
ACAD01700,蒋建东,Jiandong Jiang,CAE,2021,医药卫生学部,中国医学科学院医药生物技术研究所,https://www.cae.cn/cae/html/main/colys/92899330.html,,,,,,待单人精确检索,,,,Jiandong Jiang | 中国医学科学院医药生物技术研究所 | 医药卫生学部 | English journal DOI
ACAD01701,蒋建新,Jianxin Jiang,CAE,2021,医药卫生学部,中国人民解放军陆军军医大学,https://www.cae.cn/cae/html/main/colys/77835875.html,,,,,,待单人精确检索,,,,Jianxin Jiang | 中国人民解放军陆军军医大学 | 医药卫生学部 | English journal DOI
ACAD01704,蒋昌俊,Changjun Jiang,CAE,2021,信息与电子工程学部,同济大学,https://www.cae.cn/cae/html/main/colys/26976335.html,,,,,,待单人精确检索,,,,Changjun Jiang | 同济大学 | 信息与电子工程学部 | English journal DOI
ACAD01707,蒋洪德,Hongde Jiang,CAE,1999,能源与矿业工程学部,中国科学院工程热物理研究所,https://www.cae.cn/cae/html/main/colys/90218966.html,,,,,,待单人精确检索,,,,Hongde Jiang | 中国科学院工程热物理研究所 | 能源与矿业工程学部 | English journal DOI
ACAD01712,蓝羽石,Yushi Lan,CAE,2021,信息与电子工程学部,中国电子科技集团公司第二十八研究所,https://www.cae.cn/cae/html/main/colys/49343931.html,,,,,,待单人精确检索,,,,Yushi Lan | 中国电子科技集团公司第二十八研究所 | 信息与电子工程学部 | English journal DOI
ACAD01713,蔡吉人,Jiren Cai,CAE,1997,信息与电子工程学部,北京电子技术研究所,https://www.cae.cn/cae/html/main/colys/03148832.html,,,,,,待单人精确检索,,,,Jiren Cai | 北京电子技术研究所 | 信息与电子工程学部 | English journal DOI
ACAD01715,蔡美峰,Meifeng Cai,CAE,2013,能源与矿业工程学部,北京科技大学,https://www.cae.cn/cae/html/main/colys/42354852.html,,,,,,待单人精确检索,,,,Meifeng Cai | 北京科技大学 | 能源与矿业工程学部 | English journal DOI
ACAD01718,蔡道基,Daoji Cai,CAE,2001,环境与轻纺工程学部,国家环境保护总局南京环境科学研究所,https://www.cae.cn/cae/html/main/colys/21294944.html,,,,,,待单人精确检索,,,,Daoji Cai | 国家环境保护总局南京环境科学研究所 | 环境与轻纺工程学部 | English journal DOI
ACAD01719,蔡鹤皋,Hegao Cai,CAE,1997,信息与电子工程学部,哈尔滨工业大学,https://www.cae.cn/cae/html/main/colys/62847675.html,,,,,,待单人精确检索,,,,Hegao Cai | 哈尔滨工业大学 | 信息与电子工程学部 | English journal DOI
ACAD01724,薛禹胜,Yusheng Xue,CAE,1995,能源与矿业工程学部,电力工业部电力自动化研究院,https://www.cae.cn/cae/html/main/colys/68375178.html,,,,,,待单人精确检索,,,,Yusheng Xue | 电力工业部电力自动化研究院 | 能源与矿业工程学部 | English journal DOI
ACAD01725,薛群基,Qunji Xue,CAE,1997,化工、冶金与材料工程学部,中国科学院兰州化学物理研究所,https://www.cae.cn/cae/html/main/colys/59891967.html,,,,,,待单人精确检索,,,,Qunji Xue | 中国科学院兰州化学物理研究所 | 化工、冶金与材料工程学部 | English journal DOI
ACAD01727,薛鸣球,Mingqiu Xue,CAE,1995,信息与电子工程学部,中国科学院西安光学精密机械研究所,https://www.cae.cn/cae/html/main/colys/06663943.html,,,,,,待单人精确检索,,,,Mingqiu Xue | 中国科学院西安光学精密机械研究所 | 信息与电子工程学部 | English journal DOI
ACAD01728,衣宝廉,Baolian Yi,CAE,2003,能源与矿业工程学部,中国科学院大连化学物理研究所,https://www.cae.cn/cae/html/main/colys/09802358.html,,,,,,待单人精确检索,,,,Baolian Yi | 中国科学院大连化学物理研究所 | 能源与矿业工程学部 | English journal DOI
ACAD01729,袁业立,Yeli Yuan,CAE,1995,环境与轻纺工程学部,国家海洋局第一海洋研究所,https://www.cae.cn/cae/html/main/colys/71744024.html,,,,,,待单人精确检索,,,,Yeli Yuan | 国家海洋局第一海洋研究所 | 环境与轻纺工程学部 | English journal DOI
ACAD01731,袁亮,Liang Yuan,CAE,2009,能源与矿业工程学部,淮南矿业（集团）有限责任公司,https://www.cae.cn/cae/html/main/colys/21379603.html,,,,,,待单人精确检索,,,,Liang Yuan | 淮南矿业（集团）有限责任公司 | 能源与矿业工程学部 | English journal DOI
ACAD01732,袁国勇,Guoyong Yuan,CAE,2007,医药卫生学部,香港大学,https://www.cae.cn/cae/html/main/colys/50879290.html,,,,,,待单人精确检索,,,,Guoyong Yuan | 香港大学 | 医药卫生学部 | English journal DOI
ACAD01733,袁士义,Shiyi Yuan,CAE,2005,能源与矿业工程学部,中国石油勘探开发研究院,https://www.cae.cn/cae/html/main/colys/37824245.html,,,,,,待单人精确检索,,,,Shiyi Yuan | 中国石油勘探开发研究院 | 能源与矿业工程学部 | English journal DOI
ACAD01735,袁晴棠,Qingtang Yuan,CAE,1995,化工、冶金与材料工程学部，工程管理学部,中国石油化工总公司,https://www.cae.cn/cae/html/main/colys/28946485.html,,,,,,待单人精确检索,,,,Qingtang Yuan | 中国石油化工总公司 | 化工、冶金与材料工程学部，工程管理学部 | English journal DOI
ACAD01737,袁渭康,Weikang Yuan,CAE,1995,化工、冶金与材料工程学部,华东理工大学,https://www.cae.cn/cae/html/main/colys/00204620.html,,,,,,待单人精确检索,,,,Weikang Yuan | 华东理工大学 | 化工、冶金与材料工程学部 | English journal DOI
